Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;exp/gen;Cond;Temp min;Temp max;Temp med
01/07/2015;7;2015;25.73;0.83;26.145;12.776;-0.993;12.2795;0.496541003;Cloudy;12;22;17
02/07/2015;7;2015;26.56;0.83;26.145;11.783;-0.993;12.2795;0.443637048;Cloudy;8;22;15
03/07/2015;7;2015;30.36;3.8;28.46;15.626;3.843;13.7045;0.514690382;Cloudy;6;20;13
04/07/2015;7;2015;30.8;0.44;30.58;14.145;-1.481;14.8855;0.459253247;Cloudy;9;21;15
05/07/2015;7;2015;26.4;-4.4;28.6;19.579;5.434;16.862;0.741628788;Cloudy;8;22;15
06/07/2015;7;2015;30.08;3.68;28.24;13.156;-6.423;16.3675;0.437367021;Cloudy;9;24;16.5
07/07/2015;7;2015;26.9;-3.18;28.49;12.573;-0.583;12.8645;0.46739777;Cloudy;8;23;15.5
08/07/2015;7;2015;25.81;-1.09;26.355;12.873;0.3;12.723;0.49876017;Cloudy;9;21;15
09/07/2015;7;2015;27.15;1.34;26.48;13.645;0.772;13.259;0.502578269;Cloudy;13;20;16.5
10/07/2015;7;2015;13.97;-13.18;20.56;8.677;-4.968;11.161;0.621116679;Cloudy;9;15;12
11/07/2015;7;2015;20.98;7.01;17.475;8.528;-0.149;8.6025;0.406482364;Cloudy;8;22;15
12/07/2015;7;2015;18.15;-2.83;19.565;10.105;1.577;9.3165;0.556749311;Cloudy;12;19;15.5
13/07/2015;7;2015;24.3;6.15;21.225;10.874;0.769;10.4895;0.447489712;Cloudy;2;20;11
14/07/2015;7;2015;24.43;0.13;24.365;9.835;-1.039;10.3545;0.402578797;Cloudy;3;20;11.5
15/07/2015;7;2015;28.51;4.08;26.47;10.868;1.033;10.3515;0.381199579;Cloudy;2;18;10
16/07/2015;7;2015;21.58;-6.93;25.045;10.664;-0.204;10.766;0.49416126;Cloudy;4;21;12.5
17/07/2015;7;2015;36.35;14.77;28.965;16.16;5.496;13.412;0.444566713;Cloudy;5;18;11.5
18/07/2015;7;2015;32.12;-4.23;34.235;15.075;-1.085;15.6175;0.469333748;Cloudy;2;18;10
19/07/2015;7;2015;28.7;-3.42;30.41;14.12;-0.955;14.5975;0.491986063;Cloudy;5;20;12.5
20/07/2015;7;2015;31.73;3.03;30.215;15.238;1.118;14.679;0.480239521;Cloudy;12;20;16
21/07/2015;7;2015;21.28;-10.45;26.505;5.94;-9.298;10.589;0.279135338;Cloudy;13;21;17
22/07/2015;7;2015;21.92;0.64;21.6;6.617;0.677;6.2785;0.301870438;Cloudy;14;21;17.5
23/07/2015;7;2015;24.78;2.86;23.35;15.199;8.582;10.908;0.613357546;Cloudy;15;21;18
24/07/2015;7;2015;27.52;2.74;26.15;13.286;-1.913;14.2425;0.482776163;Cloudy;14;24;19
25/07/2015;7;2015;21.87;-5.65;24.695;10.789;-2.497;12.0375;0.493324188;Cloudy;16;25;20.5
26/07/2015;7;2015;31.47;9.6;26.67;19.054;8.265;14.9215;0.605465523;Cloudy;11;26;18.5
27/07/2015;7;2015;11.37;-20.1;21.42;6;-13.054;12.527;0.527704485;Cloudy;12;24;18
28/07/2015;7;2015;13.22;1.85;12.295;9.647;3.647;7.8235;0.729727685;Cloudy;11;21;16
29/07/2015;7;2015;27.85;14.63;20.535;17.138;7.491;13.3925;0.615368043;Cloudy;10;20;15
30/07/2015;7;2015;27.13;-0.72;27.49;13.897;-3.241;15.5175;0.512237376;Cloudy;7;22;14.5
31/07/2015;7;2015;26.32;-0.81;26.725;10.671;-3.226;12.284;0.405433131;Cloudy;8;24;16
01/08/2015;8;2015;24.5;-1.82;25.41;12.249;1.578;11.46;0.499959184;Cloudy;7;23;15
02/08/2015;8;2015;25.82;1.32;25.16;12.479;0.23;12.364;0.483307514;Cloudy;8;26;17
03/08/2015;8;2015;27.03;1.21;26.425;11.62;-0.859;12.0495;0.429892712;Cloudy;9;27;18
04/08/2015;8;2015;27.29;0.26;27.16;12.72;1.1;12.17;0.4661048;Cloudy;12;21;16.5
05/08/2015;8;2015;29.36;2.07;28.325;14.919;2.199;13.8195;0.508140327;Cloudy;5;21;13
06/08/2015;8;2015;28.2;-1.16;28.78;10.135;-4.784;12.527;0.359397163;Cloudy;3;20;11.5
07/08/2015;8;2015;28.87;0.67;28.535;12.933;2.798;11.534;0.447973675;Cloudy;6;20;13
08/08/2015;8;2015;33.24;4.37;31.055;16.74;3.807;14.8365;0.503610108;Cloudy;4;20;12
09/08/2015;8;2015;28.13;-5.11;30.685;14.529;-2.211;15.6345;0.516494845;Cloudy;4;21;12.5
10/08/2015;8;2015;28.78;0.65;28.455;12.167;-2.362;13.348;0.42275886;Cloudy;5;22;13.5
11/08/2015;8;2015;23.67;-5.11;26.225;11.694;-0.473;11.9305;0.494043093;Cloudy;7;27;17
12/08/2015;8;2015;25.89;2.22;24.78;13.762;2.068;12.728;0.531556586;Cloudy;9;27;18
13/08/2015;8;2015;30.5;4.61;28.195;14.631;0.869;14.1965;0.479704918;Cloudy;9;22;15.5
14/08/2015;8;2015;27.2;-3.3;28.85;12.542;-2.089;13.5865;0.461102941;Cloudy;4;21;12.5
15/08/2015;8;2015;28.79;1.59;27.995;11.583;-0.959;12.0625;0.402327197;Cloudy;5;21;13
16/08/2015;8;2015;30.83;2.04;29.81;14.955;3.372;13.269;0.485079468;Cloudy;8;22;15
17/08/2015;8;2015;28.49;-2.34;29.66;14.007;-0.948;14.481;0.491646192;Cloudy;8;22;15
18/08/2015;8;2015;27.4;-1.09;27.945;11.925;-2.082;12.966;0.435218978;Cloudy;8;21;14.5
19/08/2015;8;2015;23.57;-3.83;25.485;11.763;-0.162;11.844;0.49906661;Cloudy;6;22;14
20/08/2015;8;2015;19.72;-3.85;21.645;9.158;-2.605;10.4605;0.464401623;Cloudy;12;20;16
21/08/2015;8;2015;20.39;0.67;20.055;9.694;0.536;9.426;0.475429132;Cloudy;15;22;18.5
22/08/2015;8;2015;21.44;1.05;20.915;11.53;1.836;10.612;0.537779851;Cloudy;17;23;20
23/08/2015;8;2015;29.06;7.62;25.25;15.597;4.067;13.5635;0.536717137;Cloudy;12;24;18
24/08/2015;8;2015;29.32;0.26;29.19;14.922;-0.675;15.2595;0.50893588;Cloudy;15;27;21
25/08/2015;8;2015;24.8;-4.52;27.06;11.946;-2.976;13.434;0.481693548;Cloudy;16;29;22.5
26/08/2015;8;2015;26.37;1.57;25.585;11.539;-0.407;11.7425;0.437580584;Cloudy;15;24;19.5
27/08/2015;8;2015;14.9;-11.47;20.635;9.314;-2.225;10.4265;0.625100671;Cloudy;17;23;20
28/08/2015;8;2015;26.03;11.13;20.465;14.371;5.057;11.8425;0.552093738;Cloudy;15;22;18.5
29/08/2015;8;2015;22.4;-3.63;24.215;14.159;-0.212;14.265;0.632098214;Cloudy;13;23;18
30/08/2015;8;2015;24.81;2.41;23.605;12.522;-1.637;13.3405;0.50471584;Cloudy;14;23;18.5
31/08/2015;8;2015;24.34;-0.47;24.575;9.789;-2.733;11.1555;0.402177486;Cloudy;9;22;15.5
01/09/2015;9;2015;22.14;-2.2;23.24;9.445;-0.344;9.617;0.426603433;Cloudy;6;22;14
02/09/2015;9;2015;25.81;3.67;23.975;13.433;3.988;11.439;0.520457187;Cloudy;6;24;15
03/09/2015;9;2015;19.03;-6.78;22.42;10.768;-2.665;12.1005;0.565843405;Cloudy;15;26;20.5
04/09/2015;9;2015;23.28;4.25;21.155;10.943;0.175;10.8555;0.470060137;Cloudy;9;22;15.5
05/09/2015;9;2015;24.18;0.9;23.73;8.743;-2.2;9.843;0.361579818;Cloudy;12;23;17.5
06/09/2015;9;2015;25.39;1.21;24.785;14.59;5.847;11.6665;0.574635683;Cloudy;11;24;17.5
07/09/2015;9;2015;29.87;4.48;27.63;12.698;-1.892;13.644;0.425108805;Cloudy;10;24;17
08/09/2015;9;2015;23.3;-6.57;26.585;11.759;-0.939;12.2285;0.504678112;Cloudy;13;28;20.5
09/09/2015;9;2015;26.56;3.26;24.93;11.846;0.087;11.8025;0.446009036;Cloudy;8;24;16
10/09/2015;9;2015;21.57;-4.99;24.065;9.227;-2.619;10.5365;0.427770051;Cloudy;9;23;16
11/09/2015;9;2015;21.01;-0.56;21.29;9.309;0.082;9.268;0.443074726;Cloudy;14;20;17
12/09/2015;9;2015;27.31;6.3;24.16;15.585;6.276;12.447;0.570670084;Cloudy;15;25;20
13/09/2015;9;2015;27.18;-0.13;27.245;13.221;-2.364;14.403;0.486423841;Cloudy;12;23;17.5
14/09/2015;9;2015;24.71;-2.47;25.945;11.212;-2.009;12.2165;0.453743424;Cloudy;12;24;18
15/09/2015;9;2015;23.65;-1.06;24.18;9.792;-1.42;10.502;0.414038055;Cloudy;15;25;20
16/09/2015;9;2015;25.7;2.05;24.675;12.836;3.044;11.314;0.499455253;Cloudy;12;28;20
17/09/2015;9;2015;17.14;-8.56;21.42;9.81;-3.026;11.323;0.572345391;Cloudy;16;23;19.5
18/09/2015;9;2015;23.8;6.66;20.47;11.399;1.589;10.6045;0.47894958;Cloudy;13;23;18
19/09/2015;9;2015;24.79;0.99;24.295;10.262;-1.137;10.8305;0.413957241;Cloudy;14;23;18.5
20/09/2015;9;2015;24.69;-0.1;24.74;12.691;2.429;11.4765;0.514013771;Cloudy;15;24;19.5
21/09/2015;9;2015;28.24;3.55;26.465;12.721;0.03;12.706;0.45046034;Cloudy;15;24;19.5
22/09/2015;9;2015;24.87;-3.37;26.555;11.375;-1.346;12.048;0.457378368;Cloudy;12;27;19.5
23/09/2015;9;2015;16.52;-8.35;20.695;8.583;-2.792;9.979;0.519552058;Cloudy;10;23;16.5
24/09/2015;9;2015;28.04;11.52;22.28;12.278;3.695;10.4305;0.437874465;Cloudy;10;21;15.5
25/09/2015;9;2015;23.39;-4.65;25.715;8.852;-3.426;10.565;0.37845233;Cloudy;7;23;15
26/09/2015;9;2015;31.33;7.94;27.36;12.402;3.55;10.627;0.395850622;Cloudy;14;23;18.5
27/09/2015;9;2015;23.36;-7.97;27.345;9.321;-3.081;10.8615;0.399015411;Cloudy;13;22;17.5
28/09/2015;9;2015;30.79;7.43;27.075;11.881;2.56;10.601;0.385872036;Cloudy;9;24;16.5
29/09/2015;9;2015;21.69;-9.1;26.24;9.918;-1.963;10.8995;0.457261411;Cloudy;11;26;18.5
30/09/2015;9;2015;22.87;1.18;22.28;10.66;0.742;10.289;0.466112812;Cloudy;10;25;17.5
01/10/2015;10;2015;24.71;1.84;23.79;10.003;-0.657;10.3315;0.404815864;Cloudy;12;25;18.5
02/10/2015;10;2015;24.42;-0.29;24.565;9.818;-0.185;9.9105;0.402047502;Cloudy;12;26;19
03/10/2015;10;2015;23.16;-1.26;23.79;9.858;0.04;9.838;0.425647668;Cloudy;14;25;19.5
04/10/2015;10;2015;24.72;1.56;23.94;9.872;0.014;9.865;0.399352751;Cloudy;11;25;18
05/10/2015;10;2015;24.88;0.16;24.8;10.456;0.584;10.164;0.420257235;Cloudy;9;27;18
06/10/2015;10;2015;23.9;-0.98;24.39;10.19;-0.266;10.323;0.426359833;Cloudy;8;26;17
07/10/2015;10;2015;25.43;1.53;24.665;10.846;0.656;10.518;0.426504129;Cloudy;12;26;19
08/10/2015;10;2015;22.75;-2.68;24.09;10.026;-0.82;10.436;0.440703297;Cloudy;19;25;22
09/10/2015;10;2015;25.28;2.53;24.015;10.836;0.81;10.431;0.428639241;Cloudy;19;23;21
10/10/2015;10;2015;29.36;4.08;27.32;12.087;1.251;11.4615;0.411682561;Cloudy;19;25;22
11/10/2015;10;2015;28.11;-1.25;28.735;10.603;-1.484;11.345;0.377196727;Cloudy;12;27;19.5
12/10/2015;10;2015;22.71;-5.4;25.41;8.833;-1.77;9.718;0.3889476;Cloudy;12;26;19
13/10/2015;10;2015;23.67;0.96;23.19;9.524;0.691;9.1785;0.402365864;Cloudy;15;26;20.5
14/10/2015;10;2015;22.73;-0.94;23.2;9.827;0.303;9.6755;0.43233612;Cloudy;17;26;21.5
15/10/2015;10;2015;27.58;4.85;25.155;10.757;0.93;10.292;0.390029007;Cloudy;16;25;20.5
16/10/2015;10;2015;22.45;-5.13;25.015;9.376;-1.381;10.0665;0.417639198;Cloudy;17;25;21
17/10/2015;10;2015;23.16;0.71;22.805;10.127;0.751;9.7515;0.437262522;Cloudy;14;26;20
18/10/2015;10;2015;26.44;3.28;24.8;11.143;1.016;10.635;0.421444781;Cloudy;14;26;20
19/10/2015;10;2015;24.69;-1.75;25.565;10.044;-1.099;10.5935;0.406804374;Cloudy;17;26;21.5
20/10/2015;10;2015;19.42;-5.27;22.055;9.709;-0.335;9.8765;0.499948507;Cloudy;13;26;19.5
21/10/2015;10;2015;26.99;7.57;23.205;11.134;1.425;10.4215;0.412523157;Cloudy;13;27;20
22/10/2015;10;2015;28.6;1.61;27.795;9.999;-1.135;10.5665;0.349615385;Cloudy;15;30;22.5
23/10/2015;10;2015;24.4;-4.2;26.5;9.574;-0.425;9.7865;0.392377049;Cloudy;17;26;21.5
24/10/2015;10;2015;19.34;-5.06;21.87;9.405;-0.169;9.4895;0.486297828;Cloudy;18;23;20.5
25/10/2015;10;2015;19.67;0.33;19.505;9.549;0.144;9.477;0.485460092;Cloudy;18;26;22
26/10/2015;10;2015;34.27;14.6;26.97;14.216;4.667;11.8825;0.414823461;Cloudy;15;27;21
27/10/2015;10;2015;24.79;-9.48;29.53;9.917;-4.299;12.0665;0.400040339;Cloudy;16;27;21.5
28/10/2015;10;2015;11.49;-13.3;18.14;9.508;-0.409;9.7125;0.827502176;Cloudy;19;22;20.5
29/10/2015;10;2015;18.65;7.16;15.07;9.302;-0.206;9.405;0.498766756;Cloudy;18;23;20.5
30/10/2015;10;2015;16.19;-2.46;17.42;6.789;-2.513;8.0455;0.419332922;Cloudy;20;25;22.5
31/10/2015;10;2015;37.81;21.62;27;19.145;12.356;12.967;0.506347527;Cloudy;15;26;20.5
01/11/2015;11;2015;26.86;-10.95;32.335;10.639;-8.506;14.892;0.396090841;Cloudy;13;27;20
02/11/2015;11;2015;26;-0.86;26.43;13.002;2.363;11.8205;0.500076923;Cloudy;17;28;22.5
03/11/2015;11;2015;26.45;0.45;26.225;8.789;-4.213;10.8955;0.332287335;Cloudy;17;28;22.5
04/11/2015;11;2015;26.15;-0.3;26.3;10.437;1.648;9.613;0.399120459;Cloudy;19;28;23.5
05/11/2015;11;2015;25.51;-0.64;25.83;9.97;-0.467;10.2035;0.390827127;Cloudy;18;28;23
06/11/2015;11;2015;20.33;-5.18;22.92;8.798;-1.172;9.384;0.432759469;Cloudy;18;27;22.5
07/11/2015;11;2015;22.27;1.94;21.3;9.18;0.382;8.989;0.41221374;Cloudy;0;50;25
08/11/2015;11;2015;21.89;-0.38;22.08;10.528;1.348;9.854;0.480950206;Cloudy;18;23;20.5
23/11/2015;11;2015;23.83;1.94;22.86;8.478;-2.05;9.503;0.355770038;Cloudy;19;29;24
24/11/2015;11;2015;29.02;5.19;26.425;9.77;1.292;9.124;0.336664369;Cloudy;19;29;24
25/11/2015;11;2015;24.69;-4.33;26.855;11.403;1.633;10.5865;0.461846902;Cloudy;21;29;25
26/11/2015;11;2015;28.34;3.65;26.515;14.531;3.128;12.967;0.512738179;Cloudy;19;31;25
27/11/2015;11;2015;25.3;-3.04;26.82;10.507;-4.024;12.519;0.415296443;Cloudy;21;30;25.5
28/11/2015;11;2015;20.69;-4.61;22.995;10.913;0.406;10.71;0.527452876;Cloudy;23;30;26.5
29/11/2015;11;2015;16.25;-4.44;18.47;9.296;-1.617;10.1045;0.572061538;Cloudy;21;30;25.5
30/11/2015;11;2015;18.09;1.84;17.17;9.074;-0.222;9.185;0.501603096;Cloudy;21;30;25.5
01/12/2015;12;2015;20.86;2.77;19.475;9.966;0.892;9.52;0.477756472;Cloudy;20;30;25
02/12/2015;12;2015;18.68;-2.18;19.77;10.101;0.135;10.0335;0.540738758;Cloudy;22;30;26
03/12/2015;12;2015;22.7;4.02;20.69;9.35;-0.751;9.7255;0.411894273;Cloudy;19;26;22.5
04/12/2015;12;2015;20.09;-2.61;21.395;9.936;0.586;9.643;0.494574415;Cloudy;18;26;22
05/12/2015;12;2015;18.92;-1.17;19.505;11.067;1.131;10.5015;0.584936575;Cloudy;18;27;22.5
06/12/2015;12;2015;19.2;0.28;19.06;8.587;-2.48;9.827;0.447239583;Cloudy;16;27;21.5
07/12/2015;12;2015;17.84;-1.36;18.52;7.633;-0.954;8.11;0.427858744;Cloudy;17;29;23
08/12/2015;12;2015;22.01;4.17;19.925;11.264;3.631;9.4485;0.511767378;Cloudy;21;30;25.5
09/12/2015;12;2015;21.98;-0.03;21.995;8.548;-2.716;9.906;0.388898999;Cloudy;19;29;24
10/12/2015;12;2015;27.17;5.19;24.575;10.377;1.829;9.4625;0.381928598;Cloudy;19;30;24.5
11/12/2015;12;2015;24.75;-2.42;25.96;8.205;-2.172;9.291;0.331515152;Cloudy;20;31;25.5
12/12/2015;12;2015;10.94;-13.81;17.845;6.003;-2.202;7.104;0.548720293;Cloudy;20;23;21.5
13/12/2015;12;2015;20.78;9.84;15.86;10.387;4.384;8.195;0.49985563;Cloudy;18;28;23
14/12/2015;12;2015;16.08;-4.7;18.43;8.327;-2.06;9.357;0.517848259;Cloudy;16;28;22
15/12/2015;12;2015;21.52;5.44;18.8;9.45;1.123;8.8885;0.439126394;Cloudy;15;28;21.5
16/12/2015;12;2015;19.12;-2.4;20.32;10.348;0.898;9.899;0.541213389;Cloudy;18;28;23
17/12/2015;12;2015;18.82;-0.3;18.97;8.73;-1.618;9.539;0.463868225;Cloudy;23;29;26
18/12/2015;12;2015;19.93;1.11;19.375;8.449;-0.281;8.5895;0.423933768;Cloudy;19;28;23.5
19/12/2015;12;2015;19.14;-0.79;19.535;8.13;-0.319;8.2895;0.42476489;Cloudy;18;28;23
20/12/2015;12;2015;29.37;10.23;24.255;17.556;9.426;12.843;0.597752809;Cloudy;16;30;23
21/12/2015;12;2015;28.11;-1.26;28.74;11.033;-6.523;14.2945;0.392493774;Cloudy;18;30;24
22/12/2015;12;2015;37.09;8.98;32.6;19.232;8.199;15.1325;0.518522513;Cloudy;18;30;24
23/12/2015;12;2015;47.08;9.99;42.085;29.985;10.753;24.6085;0.636894647;Cloudy;17;30;23.5
24/12/2015;12;2015;45.86;-1.22;46.47;38.333;8.348;34.159;0.835870039;Cloudy;20;28;24
25/12/2015;12;2015;64.17;18.31;55.015;49.974;11.641;44.1535;0.778775129;Fine;20;28;24
26/12/2015;12;2015;73.18;9.01;68.675;58.374;8.4;54.174;0.797676961;Fine;19;30;24.5
27/12/2015;12;2015;80.85;7.67;77.015;66.146;7.772;62.26;0.818132344;Fine;22;29;25.5
28/12/2015;12;2015;95.83;14.98;88.34;79.411;13.265;72.7785;0.828665345;Fine;21;26;23.5
29/12/2015;12;2015;111.75;15.92;103.79;93.522;14.111;86.4665;0.836885906;Fine;19;27;23
30/12/2015;12;2015;112.89;1.14;112.32;105.836;12.314;99.679;0.937514395;Fine;17;28;22.5
31/12/2015;12;2015;25.42;-87.47;69.155;12.418;-93.418;59.127;0.488512982;Cloudy;20;28;24
01/01/2016;1;2016;24.89;-0.53;25.155;11.787;-0.631;12.1025;0.47356368;Cloudy;19;28;23.5
02/01/2016;1;2016;35.52;10.63;30.205;19.326;7.539;15.5565;0.544087838;Cloudy;17;28;22.5
03/01/2016;1;2016;23.28;-12.24;29.4;9.994;-9.332;14.66;0.429295533;Cloudy;21;29;25
04/01/2016;1;2016;33.09;9.81;28.185;18.978;8.984;14.486;0.573526745;Cloudy;20;28;24
05/01/2016;1;2016;28.36;-4.73;30.725;20.129;1.151;19.5535;0.709767278;Cloudy;20;23;21.5
06/01/2016;1;2016;58.55;30.19;43.455;33.786;13.657;26.9575;0.57704526;Fine;20;31;25.5
07/01/2016;1;2016;67.15;8.6;62.85;49.302;15.516;41.544;0.734206999;Fine;17;29;23
08/01/2016;1;2016;73.41;6.26;70.28;59.531;10.229;54.4165;0.810938564;Fine;20;28;24
09/01/2016;1;2016;76.66;3.25;75.035;67.751;8.22;63.641;0.883785547;Fine;18;29;23.5
10/01/2016;1;2016;27.47;-49.19;52.065;11.738;-56.013;39.7445;0.427302512;Cloudy;18;28;23
11/01/2016;1;2016;39.64;12.17;33.555;25.137;13.399;18.4375;0.63413219;Cloudy;18;29;23.5
12/01/2016;1;2016;31.32;-8.32;35.48;12.658;-12.479;18.8975;0.404150702;Cloudy;17;30;23.5
13/01/2016;1;2016;29.51;-1.81;30.415;12.462;-0.196;12.56;0.422297526;Cloudy;17;30;23.5
14/01/2016;1;2016;39.18;9.67;34.345;20.701;8.239;16.5815;0.528356304;Cloudy;17;31;24
15/01/2016;1;2016;29.92;-9.26;34.55;10.636;-10.065;15.6685;0.355481283;Cloudy;18;31;24.5
16/01/2016;1;2016;11.99;-17.93;20.955;5.619;-5.017;8.1275;0.468640534;Cloudy;19;23;21
17/01/2016;1;2016;36.43;24.44;24.21;18.879;13.26;12.249;0.518226736;Cloudy;19;27;23
18/01/2016;1;2016;23.69;-12.74;30.06;10.42;-8.459;14.6495;0.439848037;Cloudy;18;28;23
19/01/2016;1;2016;36.35;12.66;30.02;18.984;8.564;14.702;0.522255846;Cloudy;15;29;22
20/01/2016;1;2016;44.11;7.76;40.23;28.632;9.648;23.808;0.649104511;Cloudy;16;30;23
21/01/2016;1;2016;31.41;-12.7;37.76;11.441;-17.191;20.0365;0.364247055;Cloudy;16;30;23
22/01/2016;1;2016;41.14;9.73;36.275;21.643;10.202;16.542;0.526081672;Cloudy;17;30;23.5
23/01/2016;1;2016;48.54;7.4;44.84;34.043;12.4;27.843;0.701339102;Cloudy;20;31;25.5
24/01/2016;1;2016;51.19;2.65;49.865;42.539;8.496;38.291;0.831002149;Fine;22;29;25.5
25/01/2016;1;2016;73.4;22.21;62.295;55.219;12.68;48.879;0.752302452;Fine;20;30;25
26/01/2016;1;2016;80.08;6.68;76.74;68.917;13.698;62.068;0.860601898;Fine;23;28;25.5
27/01/2016;1;2016;92.04;11.96;86.06;81.918;13.001;75.4175;0.890026076;Fine;21;29;25
28/01/2016;1;2016;23.76;-68.28;57.9;12.715;-69.203;47.3165;0.535143098;Cloudy;20;28;24
29/01/2016;1;2016;35.78;12.02;29.77;24.419;11.704;18.567;0.682476244;Cloudy;21;33;27
30/01/2016;1;2016;42.52;6.74;39.15;34.497;10.078;29.458;0.811312324;Cloudy;22;30;26
31/01/2016;1;2016;34.12;-8.4;38.32;32.072;-2.425;33.2845;0.939976553;Cloudy;22;27;24.5
01/02/2016;2;2016;69;34.88;51.56;53.561;21.489;42.8165;0.776246377;Fine;23;36;29.5
02/02/2016;2;2016;79.45;10.45;74.225;67.426;13.865;60.4935;0.848659534;Fine;24;37;30.5
03/02/2016;2;2016;80.8;1.35;80.125;73.724;6.298;70.575;0.912425743;Fine;21;31;26
04/02/2016;2;2016;85.74;4.94;83.27;80.479;6.755;77.1015;0.938640075;Fine;25;28;26.5
05/02/2016;2;2016;98.29;12.55;92.015;85.974;5.495;83.2265;0.874697324;Fine;22;28;25
06/02/2016;2;2016;117.82;19.53;108.055;106.687;20.713;96.3305;0.905508403;Fine;22;29;25.5
07/02/2016;2;2016;119.92;2.1;118.87;113.231;6.544;109.959;0.944221147;Fine;0;46;23
08/02/2016;2;2016;17.25;-102.67;68.585;3.566;-109.665;58.3985;0.206724638;Cloudy;21;29;25
09/02/2016;2;2016;24.92;7.67;21.085;11.698;8.132;7.632;0.469422151;Cloudy;21;29;25
10/02/2016;2;2016;30;5.08;27.46;18.202;6.504;14.95;0.606733333;Cloudy;20;28;24
11/02/2016;2;2016;40.13;10.13;35.065;26.777;8.575;22.4895;0.667256417;Cloudy;21;29;25
12/02/2016;2;2016;22.18;-17.95;31.155;8.786;-17.991;17.7815;0.396122633;Cloudy;21;30;25.5
13/02/2016;2;2016;23.12;0.94;22.65;13.467;4.681;11.1265;0.582482699;Cloudy;21;26;23.5
14/02/2016;2;2016;26.2;3.08;24.66;11.797;-1.67;12.632;0.450267176;Cloudy;21;30;25.5
15/02/2016;2;2016;34.44;8.24;30.32;19.894;8.097;15.8455;0.577642276;Cloudy;21;31;26
16/02/2016;2;2016;47.62;13.18;41.03;29.094;9.2;24.494;0.610961781;Cloudy;21;30;25.5
17/02/2016;2;2016;24.06;-23.56;35.84;11.764;-17.33;20.429;0.488944306;Cloudy;22;31;26.5
18/02/2016;2;2016;28.87;4.81;26.465;11.109;-0.655;11.4365;0.384793904;Cloudy;23;31;27
19/02/2016;2;2016;37.83;8.96;33.35;22.018;10.909;16.5635;0.582024848;Cloudy;22;32;27
20/02/2016;2;2016;46.8;8.97;42.315;31.457;9.439;26.7375;0.67215812;Cloudy;22;30;26
21/02/2016;2;2016;29.79;-17.01;38.295;15.467;-15.99;23.462;0.519201074;Cloudy;24;30;27
22/02/2016;2;2016;24.67;-5.12;27.23;12.337;-3.13;13.902;0.50008107;Cloudy;24;30;27
23/02/2016;2;2016;22.84;-1.83;23.755;18.843;6.506;15.59;0.825;Cloudy;21;29;25
24/02/2016;2;2016;29.17;6.33;26.005;15.78;-3.063;17.3115;0.540966747;Cloudy;23;29;26
25/02/2016;2;2016;39.53;10.36;34.35;24.406;8.626;20.093;0.617404503;Cloudy;18;29;23.5
26/02/2016;2;2016;51.02;11.49;45.275;33.16;8.754;28.783;0.6499412;Fine;17;30;23.5
27/02/2016;2;2016;57.7;6.68;54.36;42.712;9.552;37.936;0.740242634;Fine;22;31;26.5
28/02/2016;2;2016;71.47;13.77;64.585;53.142;10.43;47.927;0.743556737;Fine;22;30;26
29/02/2016;2;2016;25.4;-46.07;48.435;12.066;-41.076;32.604;0.47503937;Cloudy;23;30;26.5
01/03/2016;3;2016;26.22;0.82;25.81;20.087;8.021;16.0765;0.766094584;Cloudy;22;28;25
02/03/2016;3;2016;47.4;21.18;36.81;33.523;13.436;26.805;0.707236287;Cloudy;24;30;27
03/03/2016;3;2016;29.62;-17.78;38.51;14.327;-19.196;23.925;0.48369345;Cloudy;23;30;26.5
04/03/2016;3;2016;24.19;-5.43;26.905;9.891;-4.436;12.109;0.40888797;Cloudy;24;29;26.5
05/03/2016;3;2016;23.62;-0.57;23.905;11.348;1.457;10.6195;0.480440305;Cloudy;20;29;24.5
06/03/2016;3;2016;24.96;1.34;24.29;11.837;0.489;11.5925;0.474238782;Cloudy;22;30;26
07/03/2016;3;2016;17.11;-7.85;21.035;10.852;-0.985;11.3445;0.634248977;Cloudy;21;29;25
08/03/2016;3;2016;28.35;11.24;22.73;16.22;5.368;13.536;0.572134039;Cloudy;20;29;24.5
09/03/2016;3;2016;40.66;12.31;34.505;27.297;11.077;21.7585;0.671347762;Cloudy;22;30;26
10/03/2016;3;2016;46.98;6.32;43.82;37.627;10.33;32.462;0.800915283;Cloudy;22;30;26
11/03/2016;3;2016;52.02;5.04;49.5;41.316;3.689;39.4715;0.794232987;Fine;21;30;25.5
12/03/2016;3;2016;21.87;-30.15;36.945;12.412;-28.904;26.864;0.567535437;Cloudy;24;30;27
13/03/2016;3;2016;36.36;14.49;29.115;24.1;11.688;18.256;0.662816282;Cloudy;22;29;25.5
14/03/2016;3;2016;23.31;-13.05;29.835;13.119;-10.981;18.6095;0.562805663;Cloudy;25;30;27.5
15/03/2016;3;2016;34.31;11;28.81;21.977;8.858;17.548;0.640542116;Cloudy;20;30;25
16/03/2016;3;2016;33.91;-0.4;34.11;27.715;5.738;24.846;0.817310528;Cloudy;21;29;25
17/03/2016;3;2016;49.25;15.34;41.58;35.858;8.143;31.7865;0.728081218;Cloudy;21;29;25
18/03/2016;3;2016;66.6;17.35;57.925;52.119;16.261;43.9885;0.782567568;Fine;20;29;24.5
